//ホワイト時に収録されていた情報を残すため、灰色表示の部分を削除しないでください。
*太鼓の達人 ホワイトVer. の収録曲(V10.04) [#title]
-旧曲 ''459'' ＋ 新曲 ''57'' ＋ 隠し曲・ドンチャレ解禁曲・ごほうびショップ解禁曲 ''52'' − サヨナラ曲 ''89'' ＝ SIZE(20){''425''} 曲((段位道場のみプレイ可能の曲除く))
--裏譜面 ''79'' ＋ 双打 ''3'' -サヨナラ曲''18'' ＝ ''64'' 曲?

|>|>|>|>|>|>|>|CENTER:74|c
|>|>|>|>|>|>|>|''ジャンルごとの曲数''(ジャンル名を選択するとそのジャンルに移動します)|h
|BGCOLOR(cyan):~[[&color(black){%%%J-POP%%%};>#jpop]]|BGCOLOR(orange):~[[&color(black){%%%アニメ%%%};>#anime]]|BGCOLOR(darkgray):~[[&color(black){%%%ボーカロイド&#8482;曲%%%};>#vocalo]]|BGCOLOR(magenta):~[[&color(black){%%%どうよう%%%};>#doyo]]|BGCOLOR(lime):~[[&color(black){%%%バラエティ%%%};>#variety]]|BGCOLOR(gold):~[[&color(black){%%%クラシック%%%};>#classic]]|BGCOLOR(darkorchid):~[[&color(black){%%%ゲーム&br;ミュージック%%%};>#game]]|BGCOLOR(orangered):~[[&color(black){%%%ナムコ&br;オリジナル%%%};>#namco]]|
|''20'' 曲&br;(約4.9%)|''26'' 曲&br;(約6.4%)|''25'' 曲&br;(約5.9%)|''2'' 曲&br;(約0.5%)|''22'' 曲&br;(約5.2%)|''21'' 曲&br;(約4.9%)|''95'' 曲&br;(約22.4%)|''212'' 曲&br;(約49.9%)|

-[[システム詳細>ACの歴史(新筐体)#white]]
-[[アップデート履歴(ホワイト)>太鼓の達人 新筐体 アップデート履歴/ホワイト]]
-[[ドンチャレのお題(ホワイト)>過去のドンチャレのお題/ホワイト]]
-[[段位道場(ホワイト)>過去の段位道場#white]]
-[[ごほうび一覧>過去の新筐体のごほうび一覧#newacwhite]]
-[[段位・称号の一覧]]
--[[段位・称号の一覧/称号対象曲]]
-[[現収録曲>太鼓の達人 新筐体の収録曲]]

-[[太鼓の達人 ドンだー！世界一決定戦2016]]
----
**収録曲リスト [#list]
-凡例~
''新''・・・新曲~
''隠''・・・隠し曲(どんポイントや特定の称号で解禁)~
''ド''・・・ドンチャレ解禁曲(翌月1日にデフォルト化)~
''シ''・・・ごほうびショップ解禁曲~
''イベント先行''・・・イベント・キャンペーン先行解禁曲~
''日付''・・・ホワイトVer. 稼働中の追加曲(移行時除く)~
''日付サ''・・・サヨナラ曲~
''日付限定''・・・期間限定曲~
''背景が灰色(COLOR(#ccc){■})の曲・・・''現在はプレイできない楽曲~
''(S)''・・・パパママサポート対応譜面

// サヨナラになった曲は、大型アップデートが行われるまで表から削除するのはおやめください。
// 新バージョンに移行した際、前バージョンのページが作成されてから表の整理(曲順整理・サヨナラ曲削除など)を行ってください。

|>|CENTER:1||LEFT:60|>|>|>|>|CENTER:42|c
|BGCOLOR(#ccc):''17/12/6&br;サ''|BGCOLOR(#ccc):|BGCOLOR(#ccc):''人生リセットボタン''&br;　　SIZE(11){kemu feat.GUMI}|BGCOLOR(#ccc):200※|BGCOLOR(#ccc):[[★×4>難易度表/かんたん/人生リセットボタン]]|BGCOLOR(#ccc):[[★×6>難易度表/ふつう/人生リセットボタン]]|BGCOLOR(#ccc):[[★×6>難易度表/むずかしい/人生リセットボタン]]|BGCOLOR(#ccc):[[★×9>難易度表/おに/人生リセットボタン]]|BGCOLOR(#ccc):-|
|BGCOLOR(#ccc):''18/3/15&br;サ''|BGCOLOR(#ccc):|BGCOLOR(#ccc):''放課後ストライド''&br;　　SIZE(11){Last Note. feat.GUMI}|BGCOLOR(#ccc):225|BGCOLOR(#ccc):[[★×3>難易度表/かんたん/放課後ストライド]]|BGCOLOR(#ccc):[[★×5>難易度表/ふつう/放課後ストライド]]|BGCOLOR(#ccc):[[★×6>難易度表/むずかしい/放課後ストライド]]|BGCOLOR(#ccc):[[★×5>難易度表/おに/放課後ストライド]]|BGCOLOR(#ccc):-|
|BGCOLOR(#ccc):''17/6/28&br;サ''|BGCOLOR(#ccc):|BGCOLOR(#ccc):''マトリョシカ''&br;　　SIZE(11){ハチ feat.初音ミク・GUMI}|BGCOLOR(#ccc):205-288※|BGCOLOR(#ccc):[[★×4>難易度表/かんたん/マトリョシカ]]|BGCOLOR(#ccc):[[★×6>難易度表/ふつう/マトリョシカ]]|BGCOLOR(#ccc):[[★×5>難易度表/むずかしい/マトリョシカ]]|BGCOLOR(#ccc):[[★×7>難易度表/おに/マトリョシカ]]|BGCOLOR(#ccc):[[★×9>難易度表/おに/マトリョシカ(裏譜面)]]|
|BGCOLOR(#ccc):''18/3/15&br;サ''|BGCOLOR(#ccc):|BGCOLOR(#ccc):''十面相 colorful ver.''&br;　　SIZE(11){YM feat.GUMI}|BGCOLOR(#ccc):144-173|BGCOLOR(#ccc):[[★×3>難易度表/かんたん/十面相 colorful ver.]]|BGCOLOR(#ccc):[[★×5>難易度表/ふつう/十面相 colorful ver.]]|BGCOLOR(#ccc):[[★×3>難易度表/むずかしい/十面相 colorful ver.]]|BGCOLOR(#ccc):[[★×6>難易度表/おに/十面相 colorful ver.]]|BGCOLOR(#ccc):[[★×8>難易度表/おに/十面相 colorful ver.(裏譜面)]]|
|BGCOLOR(#ccc):''17/3/15&br;サ''|BGCOLOR(#ccc):|BGCOLOR(#ccc):''モザイクロール''&br;　　SIZE(11){DECO*27 feat.GUMI}|BGCOLOR(#ccc):145|BGCOLOR(#ccc):[[★×3>難易度表/かんたん/モザイクロール]]|BGCOLOR(#ccc):[[★×5>難易度表/ふつう/モザイクロール]]|BGCOLOR(#ccc):[[★×5>難易度表/むずかしい/モザイクロール]]|BGCOLOR(#ccc):[[★×8>難易度表/おに/モザイクロール]]|BGCOLOR(#ccc):-|
|BGCOLOR(#ccc):''17/12/6&br;サ''|BGCOLOR(#ccc):|BGCOLOR(#ccc):''IMITATION BLACK''&br;　　SIZE(11){SCL Project(NatsuP) feat.VanaN' Ice}|BGCOLOR(#ccc):230|BGCOLOR(#ccc):[[★×3>難易度表/かんたん/IMITATION BLACK]]|BGCOLOR(#ccc):[[★×5>難易度表/ふつう/IMITATION BLACK]]|BGCOLOR(#ccc):[[★×5>難易度表/むずかしい/IMITATION BLACK]]|BGCOLOR(#ccc):[[★×7>難易度表/おに/IMITATION BLACK]]|BGCOLOR(#ccc):[[★×9>難易度表/おに/IMITATION BLACK(裏譜面)]]|
|BGCOLOR(#ccc):''17/12/6&br;サ''|BGCOLOR(#ccc):|BGCOLOR(#ccc):''卑怯戦隊うろたんだー''&br;　　SIZE(11){シンP}|BGCOLOR(#ccc):152|BGCOLOR(#ccc):[[★×3>難易度表/かんたん/卑怯戦隊うろたんだー]]|BGCOLOR(#ccc):[[★×5>難易度表/ふつう/卑怯戦隊うろたんだー]]|BGCOLOR(#ccc):[[★×6>難易度表/むずかしい/卑怯戦隊うろたんだー]]|BGCOLOR(#ccc):[[★×8>難易度表/おに/卑怯戦隊うろたんだー]]|BGCOLOR(#ccc):-|
|BGCOLOR(#ccc):''17/3/15&br;サ''|BGCOLOR(#ccc):|BGCOLOR(#ccc):''Tell Your World''&br;　　SIZE(11){feat.初音ミク}|BGCOLOR(#ccc):150|BGCOLOR(#ccc):[[★×3>難易度表/かんたん/Tell Your World]]|BGCOLOR(#ccc):[[★×2>難易度表/ふつう/Tell Your World]]|BGCOLOR(#ccc):[[★×5>難易度表/むずかしい/Tell Your World]]|BGCOLOR(#ccc):[[★×6>難易度表/おに/Tell Your World]]|BGCOLOR(#ccc):-|
|BGCOLOR(#ccc):''16/10/13&br;サ''|BGCOLOR(#ccc):|BGCOLOR(#ccc):''メルト''&br;　　SIZE(11){feat.初音ミク}|BGCOLOR(#ccc):170|BGCOLOR(#ccc):[[★×3>難易度表/かんたん/メルト]]|BGCOLOR(#ccc):[[★×3>難易度表/ふつう/メルト]]|BGCOLOR(#ccc):[[★×5>難易度表/むずかしい/メルト]]|BGCOLOR(#ccc):[[★×8>難易度表/おに/メルト]]|BGCOLOR(#ccc):-|
|BGCOLOR(#ccc):''16/10/13&br;サ''|BGCOLOR(#ccc):|BGCOLOR(#ccc):''ワールドイズマイン''&br;　　SIZE(11){feat.初音ミク}|BGCOLOR(#ccc):113-165※|BGCOLOR(#ccc):[[★×4>難易度表/かんたん/ワールドイズマイン]]|BGCOLOR(#ccc):[[★×5>難易度表/ふつう/ワールドイズマイン]]|BGCOLOR(#ccc):[[★×6>難易度表/むずかしい/ワールドイズマイン]]|BGCOLOR(#ccc):[[★×8>難易度表/おに/ワールドイズマイン]]|BGCOLOR(#ccc):-|
|BGCOLOR(#ccc):''16/10/13&br;サ''|BGCOLOR(#ccc):|BGCOLOR(#ccc):''ブラック★ロックシューター''|BGCOLOR(#ccc):70-165※|BGCOLOR(#ccc):[[★×4>難易度表/かんたん/ブラック★ロックシューター]]|BGCOLOR(#ccc):[[★×4>難易度表/ふつう/ブラック★ロックシューター]]|BGCOLOR(#ccc):[[★×6>難易度表/むずかしい/ブラック★ロックシューター]]|BGCOLOR(#ccc):[[★×8>難易度表/おに/ブラック★ロックシューター]]|BGCOLOR(#ccc):-|
|||''珈琲の味と''&br;　　SIZE(11){はるなば feat.GUMI}|185|[[★×4>難易度表/かんたん/珈琲の味と]]|[[★×5>難易度表/ふつう/珈琲の味と]]|[[★×6>難易度表/むずかしい/珈琲の味と]]|[[★×9>難易度表/おに/珈琲の味と]]|-|
|||''重金属フューギティブ''&br;　　SIZE(11){リューイッティ feat.GUMI}|140-260※|[[★×4>難易度表/かんたん/重金属フューギティブ]]|[[★×6>難易度表/ふつう/重金属フューギティブ]]|[[★×7>難易度表/むずかしい/重金属フューギティブ]]|[[★×10>難易度表/おに/重金属フューギティブ]]|-|
|||''ドキドキ恋の予感！？''&br;　　SIZE(11){Noriyuki feat.GUMI}|165|[[★×3>難易度表/かんたん/ドキドキ恋の予感！？]]|[[★×4>難易度表/ふつう/ドキドキ恋の予感！？]]|[[★×5>難易度表/むずかしい/ドキドキ恋の予感！？]]|[[★×7>難易度表/おに/ドキドキ恋の予感！？]]|-|
|||''にんじんにん''&br;　　SIZE(11){豊永ごんたP feat.GUMI}|160|[[★×3>難易度表/かんたん/にんじんにん]]|[[★×4>難易度表/ふつう/にんじんにん]]|[[★×5>難易度表/むずかしい/にんじんにん]]|[[★×8>難易度表/おに/にんじんにん]]|-|
|||''Eternal bond''&br;　　SIZE(11){リューイッティ feat.GUMI}|170|[[★×5>難易度表/かんたん/Eternal bond]]|[[★×6>難易度表/ふつう/Eternal bond]]|[[★×8>難易度表/むずかしい/Eternal bond]]|[[★×8>難易度表/おに/Eternal bond]]|-|
|||''カラ鞠の花''&br;　　SIZE(11){はるなば feat.結月ゆかり}|148|[[★×4>難易度表/かんたん/カラ鞠の花]]|[[★×7>難易度表/ふつう/カラ鞠の花]]|[[★×7>難易度表/むずかしい/カラ鞠の花]]|[[★×10>難易度表/おに/カラ鞠の花]]|-|
|||''花オト裏拍子''&br;　　SIZE(11){はるなば feat.初音ミク}|115-145|[[★×3>難易度表/かんたん/花オト裏拍子]]|[[★×5>難易度表/ふつう/花オト裏拍子]]|[[★×6>難易度表/むずかしい/花オト裏拍子]]|[[★×9>難易度表/おに/花オト裏拍子]]|-|
|||''わんにゃーワールド''&br;　　SIZE(11){feat.鏡音リン・鏡音レン starring下田麻美}|176※|[[★×4>難易度表/かんたん/わんにゃーワールド]]|[[★×5>難易度表/ふつう/わんにゃーワールド]]|[[★×6>難易度表/むずかしい/わんにゃーワールド]]|[[★×9>難易度表/おに/わんにゃーワールド]]|-|
|||''初音ミクの消失‐劇場版‐''|200-240|[[★×5>難易度表/かんたん/初音ミクの消失‐劇場版‐]]|[[★×7>難易度表/ふつう/初音ミクの消失‐劇場版‐]]|[[★×8>難易度表/むずかしい/初音ミクの消失‐劇場版‐]]&br;SIZE(10){譜面分岐}|[[★×9>難易度表/おに/初音ミクの消失‐劇場版‐]]|[[★×10>難易度表/おに/初音ミクの消失‐劇場版‐(裏譜面)]]|
|>|>|>|>|>|>|>|>|BGCOLOR(magenta):''どうよう''&aname(doyo);|
|BGCOLOR(#ccc):''16/10/13&br;サ''|BGCOLOR(#ccc):|BGCOLOR(#ccc):''いぬのおまわりさん''|BGCOLOR(#ccc):112|BGCOLOR(#ccc):[[★×1>難易度表/かんたん/いぬのおまわりさん]]&br;SIZE(10){(S)}|BGCOLOR(#ccc):[[★×2>難易度表/ふつう/いぬのおまわりさん]]|BGCOLOR(#ccc):[[★×4>難易度表/むずかしい/いぬのおまわりさん]]|BGCOLOR(#ccc):[[★×7>難易度表/おに/いぬのおまわりさん]]|BGCOLOR(#ccc):-|
|BGCOLOR(#ccc):''16/10/13&br;サ''|BGCOLOR(#ccc):|BGCOLOR(#ccc):''もりのくまさん''|BGCOLOR(#ccc):120|BGCOLOR(#ccc):[[★×1>難易度表/かんたん/もりのくまさん]]&br;SIZE(10){(S)}|BGCOLOR(#ccc):[[★×1>難易度表/ふつう/もりのくまさん]]|BGCOLOR(#ccc):[[★×1>難易度表/おに/もりのくまさん]]|BGCOLOR(#ccc):[[★×1>難易度表/おに/もりのくまさん]]|BGCOLOR(#ccc):[[★×9>難易度表/おに/もりのくまさん(裏譜面)]]|
|BGCOLOR(#ccc):''16/10/13&br;サ''|BGCOLOR(#ccc):|BGCOLOR(#ccc):''おもちゃのチャチャチャ''|BGCOLOR(#ccc):120|BGCOLOR(#ccc):[[★×4>難易度表/かんたん/おもちゃのチャチャチャ]]&br;SIZE(10){(S)}|BGCOLOR(#ccc):[[★×3>難易度表/ふつう/おもちゃのチャチャチャ]]|BGCOLOR(#ccc):[[★×4>難易度表/むずかしい/おもちゃのチャチャチャ]]|BGCOLOR(#ccc):[[★×6>難易度表/おに/おもちゃのチャチャチャ]]|BGCOLOR(#ccc):-|
|||''おおブレネリ''|120-130|[[★×3>難易度表/かんたん/おおブレネリ]]&br;SIZE(10){(S)}|[[★×3>難易度表/ふつう/おおブレネリ]]|[[★×5>難易度表/むずかしい/おおブレネリ]]|[[★×6>難易度表/おに/おおブレネリ]]|-|
|||''ロシア民謡メドレー''|100-146|[[★×4>難易度表/かんたん/ロシア民謡メドレー]]&br;SIZE(10){(S)}|[[★×4>難易度表/ふつう/ロシア民謡メドレー]]|[[★×7>難易度表/むずかしい/ロシア民謡メドレー]]|[[★×7>難易度表/おに/ロシア民謡メドレー]]|-|
|>|>|>|>|>|>|>|>|BGCOLOR(lime):''バラエティ''&aname(variety);|
|BGCOLOR(#ccc):''15/12/10&br;~&br;15/12/31&br;限定''|BGCOLOR(#ccc):|BGCOLOR(#ccc):''ジングルベル第765番''|BGCOLOR(#ccc):140|BGCOLOR(#ccc):[[★×2>難易度表/かんたん/ジングルベル第765番]]|BGCOLOR(#ccc):[[★×3>難易度表/ふつう/ジングルベル第765番]]|BGCOLOR(#ccc):[[★×4>難易度表/むずかしい/ジングルベル第765番]]|BGCOLOR(#ccc):[[★×8>難易度表/おに/ジングルベル第765番]]|BGCOLOR(#ccc):-|
|BGCOLOR(#ccc):''17/3/15&br;サ''|BGCOLOR(#ccc):''新''|BGCOLOR(#ccc):''最終鬼畜妹フランドール・S''&br;　　SIZE(11){東方Projectアレンジ ビートまりお}|BGCOLOR(#ccc):200※|BGCOLOR(#ccc):[[★×4>難易度表/かんたん/最終鬼畜妹フランドール・S]]|BGCOLOR(#ccc):[[★×6>難易度表/ふつう/最終鬼畜妹フランドール・S]]|BGCOLOR(#ccc):[[★×7>難易度表/むずかしい/最終鬼畜妹フランドール・S]]|BGCOLOR(#ccc):[[★×10>難易度表/おに/最終鬼畜妹フランドール・S]]|BGCOLOR(#ccc):-|
||''新''|''Scream out! -達人Edit.-''&br;　　SIZE(11){東方Projectアレンジ A-One}|165|[[★×3>難易度表/かんたん/Scream out! -達人Edit.-]]|[[★×5>難易度表/ふつう/Scream out! -達人Edit.-]]|[[★×6>難易度表/むずかしい/Scream out! -達人Edit.-]]|[[★×8>難易度表/おに/Scream out! -達人Edit.-]]|[[★×9>難易度表/おに/Scream out! -達人Edit.-(裏譜面)]]|
||''新''|''明星ロケット''&br;　　SIZE(11){東方Projectアレンジ 岸田教団 & THE明星ロケッツ}|168※|[[★×3>難易度表/かんたん/明星ロケット]]|[[★×5>難易度表/ふつう/明星ロケット]]|[[★×6>難易度表/むずかしい/明星ロケット]]|[[★×8>難易度表/おに/明星ロケット]]|-|
||''新''|''本能寺の変''&br;　　SIZE(11){エグスプロージョン}|212※|[[★×3>難易度表/かんたん/本能寺の変]]|[[★×5>難易度表/ふつう/本能寺の変]]|[[★×6>難易度表/むずかしい/本能寺の変]]|[[★×8>難易度表/おに/本能寺の変]]|-|
|BGCOLOR(#ccc):''19/3/14&br;サ''|BGCOLOR(#ccc):|BGCOLOR(#ccc):''ハートスランプ二人ぼっち''&br;　　SIZE(11){「探偵！ナイトスクープ」のテーマ}|BGCOLOR(#ccc):126|BGCOLOR(#ccc):[[★×3>難易度表/かんたん/ハートスランプ二人ぼっち]]|BGCOLOR(#ccc):[[★×4>難易度表/ふつう/ハートスランプ二人ぼっち]]|BGCOLOR(#ccc):[[★×5>難易度表/むずかしい/ハートスランプ二人ぼっち]]|BGCOLOR(#ccc):[[★×7>難易度表/おに/ハートスランプ二人ぼっち]]|BGCOLOR(#ccc):-|
|||''ラッスンゴレライ''&br;　　SIZE(11){8.6秒バズーカー}|167|[[★×3>難易度表/かんたん/ラッスンゴレライ]]|[[★×5>難易度表/ふつう/ラッスンゴレライ]]|[[★×5>難易度表/むずかしい/ラッスンゴレライ]]|[[★×7>難易度表/おに/ラッスンゴレライ]]|[[★×9>難易度表/おに/ラッスンゴレライ(裏譜面)]]|
|BGCOLOR(#ccc):''18/3/15&br;サ''|BGCOLOR(#ccc):|BGCOLOR(#ccc):''ケラケラじゃんけん''|BGCOLOR(#ccc):163|BGCOLOR(#ccc):[[★×2>難易度表/かんたん/ケラケラじゃんけん]]&br;SIZE(10){(S)}|BGCOLOR(#ccc):[[★×2>難易度表/ふつう/ケラケラじゃんけん]]|BGCOLOR(#ccc):[[★×5>難易度表/むずかしい/ケラケラじゃんけん]]|BGCOLOR(#ccc):[[★×7>難易度表/おに/ケラケラじゃんけん]]|BGCOLOR(#ccc):-|
|BGCOLOR(#ccc):''19/3/14&br;サ''|BGCOLOR(#ccc):|BGCOLOR(#ccc):''あったかいんだからぁ♪''|BGCOLOR(#ccc):100-150|BGCOLOR(#ccc):[[★×3>難易度表/かんたん/あったかいんだからぁ♪]]|BGCOLOR(#ccc):[[★×5>難易度表/ふつう/あったかいんだからぁ♪]]|BGCOLOR(#ccc):[[★×4>難易度表/むずかしい/あったかいんだからぁ♪]]|BGCOLOR(#ccc):[[★×7>難易度表/おに/あったかいんだからぁ♪]]|BGCOLOR(#ccc):-|
|||''RAINMAKER''&br;　　SIZE(11){新日本プロレス オカダ・カズチカ入場テーマ}|165|[[★×3>難易度表/かんたん/RAINMAKER]]|[[★×4>難易度表/ふつう/RAINMAKER]]|[[★×5>難易度表/むずかしい/RAINMAKER]]|[[★×8>難易度表/おに/RAINMAKER]]|-|
|BGCOLOR(#ccc):''17/3/15&br;サ''|BGCOLOR(#ccc):|BGCOLOR(#ccc):''ふな ふな ふなっしー♪''&br;　　SIZE(11){〜ふなっしー公式テーマソング〜}|BGCOLOR(#ccc):152※|BGCOLOR(#ccc):[[★×3>難易度表/かんたん/ふな ふな ふなっしー♪]]&br;SIZE(10){(S)}|BGCOLOR(#ccc):[[★×4>難易度表/ふつう/ふな ふな ふなっしー♪]]|BGCOLOR(#ccc):[[★×5>難易度表/むずかしい/ふな ふな ふなっしー♪]]|BGCOLOR(#ccc):[[★×8>難易度表/おに/ふな ふな ふなっしー♪]]|BGCOLOR(#ccc):-|
|BGCOLOR(#ccc):''17/6/28&br;サ''|BGCOLOR(#ccc):|BGCOLOR(#ccc):''ぶぎ ぶぎ ふなっしー♪''&br;　　SIZE(11){〜ふなっしー公式テーマソング第二弾〜}|BGCOLOR(#ccc):170※|BGCOLOR(#ccc):[[★×3>難易度表/かんたん/ぶぎ ぶぎ ふなっしー♪]]&br;SIZE(10){(S)}|BGCOLOR(#ccc):[[★×5>難易度表/ふつう/ぶぎ ぶぎ ふなっしー♪]]|BGCOLOR(#ccc):[[★×6>難易度表/むずかしい/ぶぎ ぶぎ ふなっしー♪]]|BGCOLOR(#ccc):[[★×8>難易度表/おに/ぶぎ ぶぎ ふなっしー♪]]|BGCOLOR(#ccc):-|
|||''くまもとサプライズ！''&br;　　SIZE(11){くまモン体操}|150|[[★×2>難易度表/かんたん/くまもとサプライズ！]]&br;SIZE(10){(S)}|[[★×3>難易度表/ふつう/くまもとサプライズ！]]|[[★×4>難易度表/むずかしい/くまもとサプライズ！]]|[[★×6>難易度表/おに/くまもとサプライズ！]]|-|
|BGCOLOR(#ccc):''19/3/14&br;サ''|BGCOLOR(#ccc):|BGCOLOR(#ccc):''買ってロック''&br;　　SIZE(11){「グルト！」CMソング}|BGCOLOR(#ccc):184|BGCOLOR(#ccc):[[★×3>難易度表/かんたん/買ってロック]]|BGCOLOR(#ccc):[[★×3>難易度表/ふつう/買ってロック]]|BGCOLOR(#ccc):[[★×5>難易度表/むずかしい/買ってロック]]|BGCOLOR(#ccc):[[★×7>難易度表/おに/買ってロック]]|BGCOLOR(#ccc):-|
|BGCOLOR(#ccc):''17/12/6&br;サ''|BGCOLOR(#ccc):|BGCOLOR(#ccc):''あたりまえ体操''|BGCOLOR(#ccc):87-125|BGCOLOR(#ccc):[[★×2>難易度表/かんたん/あたりまえ体操]]&br;SIZE(10){(S)}|BGCOLOR(#ccc):[[★×3>難易度表/ふつう/あたりまえ体操]]|BGCOLOR(#ccc):[[★×1>難易度表/むずかしい/あたりまえ体操]]|BGCOLOR(#ccc):[[★×5>難易度表/おに/あたりまえ体操]]|BGCOLOR(#ccc):-|
|||''ココロ転がせっ！''&br;　　SIZE(11){コロコロコミック35周年応援ソング}|144|[[★×3>難易度表/かんたん/ココロ転がせっ！]]&br;SIZE(10){(S)}|[[★×4>難易度表/ふつう/ココロ転がせっ！]]|[[★×4>難易度表/むずかしい/ココロ転がせっ！]]|[[★×5>難易度表/おに/ココロ転がせっ！]]|-|
|BGCOLOR(#ccc):''16/10/13&br;サ''|BGCOLOR(#ccc):|BGCOLOR(#ccc):''やわらか戦車''|BGCOLOR(#ccc):150※|BGCOLOR(#ccc):[[★×3>難易度表/かんたん/やわらか戦車]]|BGCOLOR(#ccc):[[★×5>難易度表/ふつう/やわらか戦車]]|BGCOLOR(#ccc):[[★×6>難易度表/むずかしい/やわらか戦車]]|BGCOLOR(#ccc):[[★×6>難易度表/おに/やわらか戦車]]|BGCOLOR(#ccc):[[★×9>難易度表/おに/やわらか戦車(裏譜面)]]|
|||''郢曲／暁闇''&br;　　SIZE(11){東方Project×NAMCO SOUNDS LindaAI-CUE}|140|[[★×3>難易度表/かんたん/郢曲／暁闇]]|[[★×5>難易度表/ふつう/郢曲／暁闇]]|[[★×8>難易度表/むずかしい/郢曲／暁闇]]|[[★×10>難易度表/おに/郢曲／暁闇]]|-|
|||''深緋の心臓 ‐SCARLET HEART‐''&br;　　SIZE(11){東方Project×NAMCO SOUNDS kyo feat.あさな(IOSYS)}|130-143|[[★×3>難易度表/かんたん/深緋の心臓 ‐SCARLET HEART‐]]|[[★×5>難易度表/ふつう/深緋の心臓 ‐SCARLET HEART‐]]|[[★×6>難易度表/むずかしい/深緋の心臓 ‐SCARLET HEART‐]]|[[★×8>難易度表/おに/深緋の心臓 ‐SCARLET HEART‐]]|-|
|||''ライコタイコディスコ''&br;　　SIZE(11){東方Project×NAMCO SOUNDS 渡辺量}|144|[[★×3>難易度表/かんたん/ライコタイコディスコ]]|[[★×5>難易度表/ふつう/ライコタイコディスコ]]|[[★×5>難易度表/むずかしい/ライコタイコディスコ]]|[[★×8>難易度表/おに/ライコタイコディスコ]]|-|
|||''Ladystar Wandering''&br;　　SIZE(11){東方Project×NAMCO SOUNDS 中鶴潤一}|130|[[★×4>難易度表/かんたん/Ladystar Wandering]]|[[★×6>難易度表/ふつう/Ladystar Wandering]]|[[★×7>難易度表/むずかしい/Ladystar Wandering]]|[[★×8>難易度表/おに/Ladystar Wandering]]|-|
|||''色は匂へど 散りぬるを''&br;　　SIZE(11){東方Projectアレンジ 幽閉サテライト}|138※|[[★×2>難易度表/かんたん/色は匂へど 散りぬるを]]|[[★×4>難易度表/ふつう/色は匂へど 散りぬるを]]|[[★×5>難易度表/むずかしい/色は匂へど 散りぬるを]]|[[★×8>難易度表/おに/色は匂へど 散りぬるを]]|-|
|||''幻想のサテライト''&br;　　SIZE(11){東方Projectアレンジ 豚乙女}|230|[[★×4>難易度表/かんたん/幻想のサテライト]]|[[★×6>難易度表/ふつう/幻想のサテライト]]|[[★×7>難易度表/むずかしい/幻想のサテライト]]|[[★×9>難易度表/おに/幻想のサテライト]]|-|
|||''Help me, ERINNNNNN!!''&br;　　SIZE(11){東方Projectアレンジ ビートまりお}|183※|[[★×3>難易度表/かんたん/Help me, ERINNNNNN!!]]|[[★×4>難易度表/ふつう/Help me, ERINNNNNN!!]]|[[★×7>難易度表/むずかしい/Help me, ERINNNNNN!!]]|[[★×8>難易度表/おに/Help me, ERINNNNNN!!]]|-|
|||''月に叢雲華に風(Arranged:Iceon)''&br;　　SIZE(11){東方Projectアレンジ 幽閉サテライト feat.senya}|160|[[★×4>難易度表/かんたん/月に叢雲華に風]]|[[★×5>難易度表/ふつう/月に叢雲華に風]]|[[★×6>難易度表/むずかしい/月に叢雲華に風]]|[[★×8>難易度表/おに/月に叢雲華に風]]|-|
|||''Endless Seeker''&br;　　SIZE(11){東方Projectアレンジ A-One}|163※|[[★×3>難易度表/かんたん/Endless Seeker]]|[[★×5>難易度表/ふつう/Endless Seeker]]|[[★×6>難易度表/むずかしい/Endless Seeker]]|[[★×8>難易度表/おに/Endless Seeker]]|-|
|||''ケロ&#x2468;destiny''&br;　　SIZE(11){東方Projectアレンジ Silver Forest}|172|[[★×4>難易度表/かんたん/ケロ9destiny]]|[[★×6>難易度表/ふつう/ケロ9destiny]]|[[★×6>難易度表/むずかしい/ケロ9destiny]]|[[★×9>難易度表/おに/ケロ9destiny]]|-|
|||''ネクロファンタジア 〜 Arr.Demetori''&br;　　SIZE(11){東方Projectアレンジ Demetori}|180|[[★×5>難易度表/かんたん/ネクロファンタジア 〜 Arr.Demetori]]|[[★×7>難易度表/ふつう/ネクロファンタジア 〜 Arr.Demetori]]|[[★×8>難易度表/むずかしい/ネクロファンタジア 〜 Arr.Demetori]]|[[★×10>難易度表/おに/ネクロファンタジア 〜 Arr.Demetori]]|-|
|||''チルノのパーフェクトさんすう教室''&br;　　SIZE(11){東方Projectアレンジ ARM＋夕野ヨシミ(IOSYS) feat.miko}|43.75-175|[[★×4>難易度表/かんたん/チルノのパーフェクトさんすう教室]]|[[★×5>難易度表/ふつう/チルノのパーフェクトさんすう教室]]|[[★×7>難易度表/むずかしい/チルノのパーフェクトさんすう教室]]|[[★×8>難易度表/おに/チルノのパーフェクトさんすう教室]]|[[★×10>難易度表/おに/チルノのパーフェクトさんすう教室(裏譜面)]]|
